Observation Order,Exam Code,Course ID,Year,Semester,Course,Subject,Exam,Class Order,ID,Gender,Exam Type,Correct,Wrong,Score
1299,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,63,2007540,F,A,16,9,64
1300,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,64,2706798,F,A,17,8,68
1301,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,65,2765656,F,A,20,5,80
1305,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,69,3075422,F,A,8,15,32
1306,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,70,2495214,F,A,11,14,44
1312,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,76,2706680,M,A,11,14,44
1313,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,77,2769366,M,A,11,14,44
1314,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,78,2765474,F,A,18,7,72
1317,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,81,2303768,F,A,12,13,48
1321,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,85,2706616,F,A,16,9,64
1325,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,89,2707308,F,A,13,12,52
1326,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,90,2707294,F,A,10,15,40
1327,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,91,2766344,F,A,19,6,76
1332,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,96,2641406,F,A,18,7,72
1334,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,98,2706434,F,A,23,2,92
1335,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,99,2765358,M,A,18,7,72
1339,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,103,2706350,F,A,22,3,88
1340,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,104,2765240,F,A,20,5,80
1341,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,105,2765224,M,A,18,7,72
1348,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,112,2765176,F,A,14,11,56
1350,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,114,2810710,F,A,20,5,80
1351,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,115,2706318,F,A,16,9,64
1352,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,116,2765292,F,A,17,8,68
1354,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,118,2706284,M,A,19,6,76
1355,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,119,2706252,F,A,18,7,72
1356,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,120,2706236,F,A,18,7,72
1357,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,1,2104462,M,A,13,12,52
1359,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,3,2105950,F,A,9,16,36
1361,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,5,2204914,F,A,8,17,32
1363,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,7,2246974,M,A,8,17,32
1367,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,11,2343848,F,A,14,11,56
1369,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,13,2344422,F,A,6,19,24
1370,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,14,2344688,M,A,9,16,36
1372,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,16,2403228,F,A,12,13,48
1373,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,17,2435486,M,A,12,13,48
1376,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,20,2476122,M,A,17,8,68
1377,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,21,2476554,F,A,10,15,40
1379,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,23,2476868,M,A,20,5,80
1381,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,25,2477398,M,A,20,5,80
1383,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,27,2477794,M,A,12,13,48
1387,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,31,2580656,F,A,14,11,56
1391,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,35,2581084,F,A,12,13,48
1393,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,37,2581218,F,A,14,11,56
1394,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,38,2581282,F,A,8,17,32
1397,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,41,2581514,F,A,16,9,64
1398,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,42,2581698,M,A,15,10,60
1399,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,43,2581760,F,A,15,10,60
1400,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,44,2581910,F,A,10,15,40
1402,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,46,2622216,F,A,16,9,64
1403,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,47,2622314,F,A,18,7,72
1404,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,48,2622346,F,A,17,8,68
1405,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,49,2622414,F,A,15,10,60
1406,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,50,2622612,M,A,19,6,76
1408,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,52,2622878,F,A,21,4,84
1412,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,56,2623304,F,A,19,6,76
1417,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,61,2623570,F,A,19,6,76
1418,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,62,2623586,F,A,12,12,48
1422,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,66,2624098,M,A,17,8,68
1423,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,67,2624160,F,A,14,11,56
1424,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,68,2624310,F,A,11,14,44
1425,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,69,2624478,F,A,13,12,52
1426,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,70,2624494,F,A,16,9,64
1427,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,71,2624692,M,A,14,11,56
1429,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,73,2624774,M,A,17,8,68
1430,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,74,2624904,F,A,21,4,84
1431,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,75,2632642,M,A,20,5,80
1432,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,76,2635184,M,A,22,3,88
1433,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,77,2646320,M,A,17,8,68
1438,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,82,2695064,F,A,17,8,68
1440,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,84,2695312,M,A,17,8,68
1442,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,86,2705016,M,A,18,7,72
1443,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,87,2705064,F,A,6,19,24
1444,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,88,2705080,F,A,17,8,68
1445,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,89,2705130,F,A,13,12,52
1448,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,92,2705246,F,A,14,11,56
1449,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,93,2705298,F,A,9,16,36
1450,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,94,2705344,M,A,16,9,64
1451,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,95,2705360,F,A,15,10,60
1454,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,98,2705542,M,A,20,5,80
1460,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,104,2705840,F,A,20,5,80
1461,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,105,2705892,F,A,15,10,60
1462,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,106,2705974,F,A,23,2,92
1463,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,107,2705990,F,A,19,6,76
1464,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,108,2706070,F,A,11,14,44
1468,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,112,2746066,F,A,23,2,92
1469,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,113,2746082,F,A,17,8,68
1471,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,115,2746148,F,A,19,6,76
1472,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,116,2746180,F,A,22,3,88
1473,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,117,2746216,M,A,11,14,44
1475,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,119,2746248,F,A,16,9,64
1477,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,121,2746446,F,A,20,5,80
1480,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,124,2746544,F,A,16,9,64
1485,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,129,2746778,F,A,15,10,60
1486,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,130,2746794,F,A,17,8,68
1490,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,134,2746924,F,A,23,2,92
1491,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,135,2746940,F,A,19,6,76
1493,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,137,2747008,M,A,22,3,88
1497,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,141,2747174,F,A,17,8,68
1498,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,142,2747222,F,A,19,6,76
1499,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,143,2747356,F,A,20,5,80
1504,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,148,2747472,M,A,19,6,76
1506,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,150,2747586,F,A,18,7,72
1510,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,154,2747800,M,A,17,8,68
1512,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,156,2747852,F,A,21,4,84
1513,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,157,2747868,F,A,18,7,72
1515,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,159,2747982,M,A,15,10,60
1516,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,160,2748014,F,A,17,8,68
1517,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,161,2748030,F,A,10,15,40
1519,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,163,2748228,F,A,17,8,68
1520,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,164,2748244,M,A,22,3,88
1521,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,165,2748260,M,A,12,13,48
1523,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,167,2748442,F,A,16,9,64
1526,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,170,2748722,M,A,16,9,64
1528,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,172,2748790,M,A,15,10,60
1529,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,173,2748822,F,A,12,13,48
1531,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,175,2748904,M,A,18,7,72
1534,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,178,2770256,F,A,20,5,80
1538,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,182,2821670,M,A,20,5,80
1539,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,183,2821736,F,A,16,9,64
1545,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,189,2822062,F,A,14,11,56
1549,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,193,2822212,F,A,19,6,76
1550,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,194,2822244,F,A,13,12,52
1551,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,195,2822310,F,A,20,5,80
1553,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,197,2822394,F,A,17,8,68
1556,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,200,2822592,F,A,18,7,72
1557,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,201,2822608,F,A,11,14,44
1558,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,202,2822774,F,A,10,15,40
1562,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,206,2822972,M,A,16,9,64
1564,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,208,2823020,F,A,15,10,60
1565,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,209,2823088,F,A,18,7,72
1566,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,210,2823154,M,A,20,5,80
1568,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,212,2867142,F,A,14,11,56
1569,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,213,2867194,F,A,20,5,80
1571,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,215,2867376,F,A,19,6,76
1572,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,216,2867476,F,A,13,12,52
1574,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,218,2867704,F,A,22,3,88
1576,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,220,2867756,F,A,22,3,88
1578,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,222,2868116,F,A,18,7,72
1579,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,223,2868164,F,A,21,4,84
1580,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,224,2868232,M,A,21,4,84
1581,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,225,2868414,M,A,20,5,80
1582,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,226,2868612,F,A,24,1,96
1583,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,227,2868826,F,A,14,11,56
1589,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,233,2869206,F,A,21,4,84
1590,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,234,2869274,M,A,23,2,92
1591,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,235,2869320,F,A,19,6,76
1592,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,236,2869388,M,A,21,4,84
1594,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,238,2869586,M,A,11,14,44
1597,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,241,2869852,M,A,17,8,68
1598,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,242,2897206,F,A,14,11,56
1599,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,243,3010858,F,A,16,9,64
1600,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,244,3011914,F,A,20,5,80
1603,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,247,3081362,M,A,18,7,72
1604,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,248,3228442,M,A,12,13,48
1605,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,249,3228956,F,A,19,6,76
1609,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,253,2748592,M,A,22,3,88
1610,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,1,2749998,M,A,18,7,72
1611,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,2,2749962,F,A,11,14,44
1613,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,4,3087120,M,A,17,8,68
1616,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,7,2360146,M,A,12,13,48
1618,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,9,2639310,M,A,19,6,76
1622,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,13,2627036,M,A,17,8,68
1623,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,14,2479692,M,A,20,5,80
1625,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,16,2494224,M,A,21,4,84
1627,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,18,2620996,M,A,23,2,92
1628,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,19,2886448,M,A,20,5,80
1632,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,23,2483188,M,A,16,9,64
1634,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,25,2886380,M,A,19,6,76
1636,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,27,2813914,M,A,20,5,80
1641,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,32,2439628,M,A,22,3,88
1642,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,33,2642198,F,A,13,12,52
1644,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,35,2749816,M,A,12,13,48
1648,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,39,2771460,M,A,20,5,80
1649,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,40,2640546,M,A,21,4,84
1650,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,41,2696648,M,A,19,6,76
1651,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,42,2495380,F,A,16,9,64
1652,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,43,2494504,F,A,15,10,60
1653,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,44,2626176,M,A,20,5,80
1655,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,46,2642412,F,A,20,5,80
1656,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,47,3058858,F,A,16,9,64
1660,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,51,2404760,M,A,13,12,52
1662,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,53,2625748,M,A,21,4,84
1663,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,54,2625749,F,A,10,15,40
1665,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,56,2900192,M,A,16,9,64
1666,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,57,2390194,M,A,17,8,68
1668,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,59,2345630,M,A,14,11,56
1669,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,60,2264710,M,A,22,3,88
1670,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,61,2625682,M,A,13,12,52
1671,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,62,2749618,M,A,16,9,64
1672,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,63,2749634,M,A,8,17,32
